council_name,development_type,application_status,application_count,total_development_cost,average_development_cost,latest_source_updated_at
Snowy Valleys Council,Subdivision of land,Determined,1,0.0,0.0,2026-03-22 08:31:29.23
Strathfield Municipal Council,Alterations and additions to industrial development,Cancelled,1,24000.0,24000.0,2026-03-20 22:25:34.33
Strathfield Municipal Council,Alterations and additions to industrial development,Determined,1,2000000.0,2000000.0,2026-03-20 23:25:26.437
Strathfield Municipal Council,Alterations and additions to residential development,Determined,2,52200.0,26100.0,2026-03-20 22:44:01.487
Strathfield Municipal Council,Alterations and additions to residential development,Withdrawn,1,4400.0,4400.0,2026-03-20 22:54:27.89
Strathfield Municipal Council,Boarding house,Determined,1,0.0,0.0,2026-03-20 22:45:57.773
Strathfield Municipal Council,Centre based childcare,Determined,1,0.0,0.0,2026-03-20 22:59:34.573
Strathfield Municipal Council,Change of use,Cancelled,1,24000.0,24000.0,2026-03-20 22:25:34.33
Strathfield Municipal Council,Demolition,Determined,3,4607767.0,1535922.3333333333,2026-03-22 07:31:00.233
Strathfield Municipal Council,Dwelling,Determined,10,10479910.0,1164434.4444444445,2026-03-22 08:26:35.13
Strathfield Municipal Council,Other,Determined,3,3700.0,1233.3333333333333,2026-03-22 08:28:41.913
Strathfield Municipal Council,Pools / decks / fencing,Determined,4,4617767.0,1154441.75,2026-03-22 07:34:26.33
Strathfield Municipal Council,Secondary dwelling,Determined,1,1503000.0,1503000.0,2026-03-22 07:25:22.543
Strathfield Municipal Council,Secondary dwelling,Withdrawn,1,85000.0,85000.0,2026-03-20 22:42:46.597
Sutherland Shire Council,Alterations and additions to commercial development,Determined,2,36640.0,18320.0,2026-03-20 23:16:23.267
Sutherland Shire Council,Alterations and additions to industrial,Determined,1,550000.0,550000.0,2026-03-20 22:48:15.37
Sutherland Shire Council,Alterations and additions to industrial development,Determined,2,350020.0,175010.0,2026-03-20 23:25:11.13
Sutherland Shire Council,Alterations and additions to residential development,Determined,112,30231757.869999997,287921.5035238095,2026-03-28 23:52:24.95
Sutherland Shire Council,Alterations and additions to residential development,Rejected,1,252670.0,252670.0,2026-03-20 22:44:05.28
Sutherland Shire Council,Alterations and additions to residential development,Withdrawn,3,485700.0,161900.0,2026-03-20 22:55:40.37
Sutherland Shire Council,Attached dwelling,Determined,1,2569600.0,2569600.0,2026-03-22 07:25:55.283
Sutherland Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,28,6682139.0,257005.34615384616,2026-03-28 22:26:05.903
Sutherland Shire Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,2,729013.17,364506.585,2026-03-20 23:25:19.26
Sutherland Shire Council,Boarding house,Determined,2,7750000.0,7750000.0,2026-03-22 08:33:26.08
Sutherland Shire Council,Business premises,Determined,1,10000.0,10000.0,2026-03-20 22:27:53.73
Sutherland Shire Council,Business premises,Withdrawn,1,1870000.0,1870000.0,2026-03-20 22:32:59.943
Sutherland Shire Council,Change of use,Determined,7,776412.0,110916.0,2026-03-20 23:04:12.51
Sutherland Shire Council,Commercial development,Determined,3,13821535.0,4607178.333333333,2026-03-20 22:48:11.74
Sutherland Shire Council,Commercial development,Withdrawn,1,430000.0,430000.0,2026-03-20 23:15:32.65
Sutherland Shire Council,Demolition,Determined,39,50941650.0,1340569.7368421052,2026-03-28 23:52:24.38
Sutherland Shire Council,Demolition,Rejected,1,798050.0,798050.0,2026-03-20 22:25:53.827
Sutherland Shire Council,Demolition,Withdrawn,3,2303194.17,767731.39,2026-03-20 23:24:49.65
Sutherland Shire Council,Dual occupancy,Determined,43,29399583.0,734989.575,2026-03-22 08:31:39.373
Sutherland Shire Council,Dual occupancy,Rejected,3,1598050.0,532683.3333333334,2026-03-20 23:09:53.783
Sutherland Shire Council,Dual occupancy,Withdrawn,3,2411736.0,803912.0,2026-03-20 23:24:49.65
Sutherland Shire Council,Dwelling,Determined,40,28932637.55,723315.93875,2026-03-28 23:52:24.38
Sutherland Shire Council,Dwelling,Withdrawn,3,2128894.17,709631.39,2026-03-22 07:28:12.973
Sutherland Shire Council,Earthworks / change in levels,Determined,5,2525000.0,505000.0,2026-03-22 08:24:59.163
Sutherland Shire Council,Food and drink premises,Withdrawn,1,759000.0,759000.0,2026-03-20 23:00:44.927
Sutherland Shire Council,"Garages, carports and car parking spaces",Determined,16,6652750.0,415796.875,2026-03-22 08:38:07.52
Sutherland Shire Council,Health services facilities,Determined,2,20568242.0,10284121.0,2026-03-20 23:20:25.73
Sutherland Shire Council,Industrial development,Deferred Commencement,1,2829635.6,2829635.6,2026-03-20 23:11:19.61
Sutherland Shire Council,Industrial development,Determined,7,11528000.0,1646857.142857143,2026-03-20 23:04:24.93
Sutherland Shire Council,Mixed use development,Determined,1,,,2026-03-20 22:58:32.773
Sutherland Shire Council,Multi-dwelling housing,Deferred Commencement,1,3360839.0,3360839.0,2026-03-20 22:55:02.053
Sutherland Shire Council,Multi-dwelling housing,Determined,9,13866438.5,1980919.7857142857,2026-03-22 07:25:55.283
Sutherland Shire Council,Multi-dwelling housing,Withdrawn,3,5808294.0,2904147.0,2026-03-20 23:11:26.177
Sutherland Shire Council,Office premises,Withdrawn,1,1870000.0,1870000.0,2026-03-20 22:32:59.943
Sutherland Shire Council,Other,Determined,21,55571823.6,2924832.821052632,2026-03-28 23:29:23.06
Sutherland Shire Council,Other,Withdrawn,4,242520.0,60630.0,2026-03-22 08:24:44.117
Sutherland Shire Council,Place of public worship,Determined,1,600.0,600.0,2026-03-20 22:28:19.703
Sutherland Shire Council,Pools / decks / fencing,Determined,57,25687856.7,467051.94,2026-03-28 23:49:02.64
Sutherland Shire Council,Pools / decks / fencing,Rejected,2,828089.0,414044.5,2026-03-20 23:04:10.213
Sutherland Shire Council,Pools / decks / fencing,Withdrawn,3,830013.17,276671.0566666667,2026-03-20 23:21:11.887
Sutherland Shire Council,Recreational Uses,Determined,1,18170.0,18170.0,2026-03-20 22:38:32.117
Sutherland Shire Council,Residential flat building,Determined,7,56771423.0,11354284.6,2026-03-20 23:15:59.49
Sutherland Shire Council,Restaurant or cafe,Determined,2,97900.0,48950.0,2026-03-22 08:43:31.797
Sutherland Shire Council,Retail premises ,Determined,1,0.0,0.0,2026-03-20 22:50:55.2
Sutherland Shire Council,"Retaining walls, protection of trees",Determined,8,3090498.0,441499.71428571426,2026-03-28 23:49:02.64
Sutherland Shire Council,Secondary dwelling,Determined,9,2128545.92,266068.24,2026-03-28 22:05:51.68
Sutherland Shire Council,Secondary dwelling,Withdrawn,4,926214.17,231553.5425,2026-03-20 23:21:27.32
Sutherland Shire Council,Shed,Determined,3,235500.0,78500.0,2026-03-22 08:32:52.617
Sutherland Shire Council,Signage,Determined,3,59600.0,19866.666666666668,2026-03-22 08:33:00.327
Sutherland Shire Council,Stormwater management systems,Determined,1,950000.0,950000.0,2026-03-28 23:51:40.34
Sutherland Shire Council,Stratum / community title subdivision,Determined,2,5482000.0,2741000.0,2026-03-20 22:32:06.773
Sutherland Shire Council,Subdivision of land,Determined,25,15837024.0,633480.96,2026-03-22 08:31:39.373
Sutherland Shire Council,Subdivision of land,Withdrawn,2,1574181.0,787090.5,2026-03-20 23:24:49.65
Sutherland Shire Council,Take-away food and drink premises,Determined,1,16070.0,16070.0,2026-03-20 22:56:33.453
Tamworth Regional Council,Shed,Determined,1,6000.0,6000.0,2026-03-28 21:59:01.45
The Council of the Municipality of Hunters Hill,Alterations and additions to residential development,Determined,4,1245000.0,415000.0,2026-03-20 22:58:29.103
The Council of the Municipality of Hunters Hill,"Balconies, decks, patios, terraces or verandahs",Determined,2,37352.0,18676.0,2026-03-28 22:41:21.213
The Council of the Municipality of Hunters Hill,Demolition,Determined,2,1477500.0,738750.0,2026-03-20 22:38:52.427
The Council of the Municipality of Hunters Hill,Dual occupancy,Determined,1,1182500.0,1182500.0,2026-03-20 22:37:33.847
The Council of the Municipality of Hunters Hill,Dwelling,Determined,2,2145000.0,1072500.0,2026-03-20 22:42:46.28
The Council of the Municipality of Hunters Hill,Dwelling,Withdrawn,1,0.0,0.0,2026-03-20 22:25:21.61
The Council of the Municipality of Hunters Hill,Other,Determined,1,0.0,0.0,2026-03-20 23:05:09.977
The Council of the Municipality of Hunters Hill,Pools / decks / fencing,Determined,3,3602500.0,1200833.3333333333,2026-03-20 22:39:05.287
The Council of the Municipality of Hunters Hill,Stratum / community title subdivision,Determined,1,1182500.0,1182500.0,2026-03-20 22:37:33.847
The Council of the Municipality of Kiama,Alterations and additions to residential development,Determined,5,931203.0,186240.6,2026-03-28 23:48:49.79
The Council of the Municipality of Kiama,"Balconies, decks, patios, terraces or verandahs",Determined,2,278853.0,139426.5,2026-03-27 22:40:44.01
The Council of the Municipality of Kiama,Change of use,Determined,1,1710986.3,1710986.3,2026-03-22 07:51:39.25
The Council of the Municipality of Kiama,Demolition,Determined,2,463756.0,231878.0,2026-03-22 08:38:12.9
The Council of the Municipality of Kiama,Dual occupancy,Determined,1,,,2026-03-28 23:38:11.293
The Council of the Municipality of Kiama,Dwelling,Determined,5,3414335.3,682867.0599999999,2026-03-22 08:11:23.5
The Council of the Municipality of Kiama,Farm buildings,Deferred Commencement,1,603707.0,603707.0,2026-03-22 08:26:39.397
The Council of the Municipality of Kiama,"Garages, carports and car parking spaces",Determined,1,35000.0,35000.0,2026-03-22 07:31:29.497
The Council of the Municipality of Kiama,Other,Determined,2,1713486.3,856743.15,2026-03-28 23:50:12.537
The Council of the Municipality of Kiama,"Retaining walls, protection of trees",Determined,1,35000.0,35000.0,2026-03-22 07:31:29.497
The Council of the Municipality of Kiama,Secondary dwelling,Determined,1,377000.0,377000.0,2026-03-20 23:15:21.22
The Council of the Municipality of Kiama,Subdivision of land,Deferred Commencement,1,603707.0,603707.0,2026-03-22 08:26:39.397
The Council of the Municipality of Kiama,Subdivision of land,Determined,3,80000.0,40000.0,2026-03-28 23:38:11.293
The Council of the Municipality of Kiama,Telecommunications and communication facilities,Determined,1,220000.0,220000.0,2026-03-20 22:43:56.91
The Council of the Shire of Hornsby,Alterations and additions to industrial development,Determined,1,300000.0,300000.0,2026-03-29 00:00:00.533
The Council of the Shire of Hornsby,Alterations and additions to residential development,Determined,26,8101489.3,324059.572,2026-03-28 23:48:03.193
The Council of the Shire of Hornsby,Alterations and additions to residential development,Withdrawn,1,40000.0,40000.0,2026-03-20 22:28:22.703
The Council of the Shire of Hornsby,"Balconies, decks, patios, terraces or verandahs",Determined,13,2342267.0,180174.38461538462,2026-03-28 23:48:03.193
The Council of the Shire of Hornsby,Change of use,Determined,3,5424466.0,1808155.3333333333,2026-03-28 22:05:03.34
The Council of the Shire of Hornsby,Demolition,Determined,7,3557250.5,508178.64285714284,2026-03-22 07:40:05.85
The Council of the Shire of Hornsby,Dwelling,Determined,19,9048127.0,502673.72222222225,2026-03-27 22:52:12.923
The Council of the Shire of Hornsby,Dwelling,Rejected,3,796723.0,265574.3333333333,2026-03-28 23:38:00.23
The Council of the Shire of Hornsby,Earthworks / change in levels,Determined,2,1128700.0,564350.0,2026-03-20 23:25:53.56
The Council of the Shire of Hornsby,Educational establishment ,Determined,2,25260266.0,12630133.0,2026-03-28 22:05:03.34
The Council of the Shire of Hornsby,Educational establishment ,Rejected,1,17000.0,17000.0,2026-03-28 23:51:35.457
The Council of the Shire of Hornsby,Farm buildings,Determined,1,20000.0,20000.0,2026-03-20 23:15:36.173
The Council of the Shire of Hornsby,"Garages, carports and car parking spaces",Determined,7,1254950.0,179278.57142857142,2026-03-22 07:34:39.24
The Council of the Shire of Hornsby,"Garages, carports and car parking spaces",Withdrawn,1,50000.0,50000.0,2026-03-20 22:27:19.133
The Council of the Shire of Hornsby,Other,Determined,5,524700.0,104940.0,2026-03-28 21:56:37.753
The Council of the Shire of Hornsby,Pools / decks / fencing,Determined,13,1899168.0,158264.0,2026-03-28 23:51:58.207
The Council of the Shire of Hornsby,"Port, wharf, boating facilities",Determined,1,40000.0,40000.0,2026-03-20 23:11:21.24
The Council of the Shire of Hornsby,Recreational Uses,Determined,2,1171800.5,585900.25,2026-03-22 07:40:05.85
The Council of the Shire of Hornsby,Residential flat building,Determined,1,,,2026-03-22 08:38:12.39
The Council of the Shire of Hornsby,"Retaining walls, protection of trees",Determined,5,1598952.0,319790.4,2026-03-22 07:30:56.75
The Council of the Shire of Hornsby,Secondary dwelling,Determined,9,1593163.0,177018.11111111112,2026-03-22 08:43:28.443
The Council of the Shire of Hornsby,Secondary dwelling,Withdrawn,2,68000.0,34000.0,2026-03-20 23:10:16.363
The Council of the Shire of Hornsby,Shed,Determined,4,646390.0,161597.5,2026-03-22 08:33:26.667
The Council of the Shire of Hornsby,Shed,Withdrawn,1,50000.0,50000.0,2026-03-20 22:27:19.133
The Council of the Shire of Hornsby,Small bar,Determined,1,80000.0,80000.0,2026-03-20 22:36:58.98
The Council of the Shire of Hornsby,Stratum / community title subdivision,Determined,1,3000.0,3000.0,2026-03-20 22:51:30.787
The Council of the Shire of Hornsby,Subdivision of land,Determined,8,310860.0,44408.57142857143,2026-03-28 23:34:22.427
The Council of the Shire of Hornsby,Subdivision of land,Withdrawn,1,20000.0,20000.0,2026-03-20 23:20:34.83
The Hills Shire Council,Alterations and additions to commercial development,Determined,2,4255453.0,2127726.5,2026-03-22 08:38:04.857
The Hills Shire Council,Alterations and additions to commercial development,Withdrawn,2,300000.0,150000.0,2026-03-20 23:15:19.303
The Hills Shire Council,Alterations and additions to residential development,Determined,27,6810206.9799999995,252229.88814814814,2026-03-28 23:38:02.14
The Hills Shire Council,Artisanal food and drink,Withdrawn,1,2500.0,2500.0,2026-03-28 23:48:10.95
The Hills Shire Council,Attached dwelling,Determined,1,700000.0,700000.0,2026-03-20 22:53:21.107
The Hills Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,14,3947268.0,281947.71428571426,2026-03-22 08:33:35.27
The Hills Shire Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,2,111178.0,55589.0,2026-03-22 07:37:16.15
The Hills Shire Council,Business premises,Determined,1,100000.0,100000.0,2026-03-22 07:58:54.06
The Hills Shire Council,Centre based childcare,Determined,4,3973081.0,993270.25,2026-03-22 08:38:04.857
The Hills Shire Council,Change of use,Determined,4,1150840.0,287710.0,2026-03-22 07:58:54.06
The Hills Shire Council,Demolition,Determined,11,10074686.0,915880.5454545454,2026-03-20 23:30:28.923
The Hills Shire Council,Demolition,Withdrawn,2,756838.6,378419.3,2026-03-22 08:11:27.32
The Hills Shire Council,Dual occupancy,Determined,6,3907990.0,651331.6666666666,2026-03-21 23:29:27.147
The Hills Shire Council,Dual occupancy,Rejected,1,600000.0,600000.0,2026-03-22 07:28:32.94
The Hills Shire Council,Dual occupancy,Withdrawn,3,1609142.6,536380.8666666667,2026-03-28 23:50:01.167
The Hills Shire Council,Dwelling,Determined,121,73394985.86,611624.8821666667,2026-03-28 23:47:10.81
The Hills Shire Council,Dwelling,Rejected,2,1558235.0,779117.5,2026-03-28 23:47:56.217
The Hills Shire Council,Dwelling,Withdrawn,4,4926861.0,1231715.25,2026-03-28 22:04:26.103
The Hills Shire Council,Earthworks / change in levels,Determined,2,1415180.0,707590.0,2026-03-20 23:21:14.077
The Hills Shire Council,Earthworks / change in levels,Rejected,1,57000.0,57000.0,2026-03-28 23:48:04.34
The Hills Shire Council,Educational establishment ,Determined,1,4918400.0,4918400.0,2026-03-20 23:09:51.313
The Hills Shire Council,Farm buildings,Determined,1,291845.58,291845.58,2026-03-20 22:24:20.33
The Hills Shire Council,"Garages, carports and car parking spaces",Determined,6,1571050.0,261841.66666666666,2026-03-28 23:46:33.8
The Hills Shire Council,Home business,Determined,1,5000.0,5000.0,2026-03-28 23:37:34.633
The Hills Shire Council,Industrial development,Determined,2,4624081.46,2312040.73,2026-03-22 07:28:23.593
The Hills Shire Council,Multi-dwelling housing,Determined,3,0.0,0.0,2026-03-28 23:51:42.51
The Hills Shire Council,Multi-dwelling housing,Pending Lodgement,1,,,2026-03-20 23:15:50.773
The Hills Shire Council,Multi-dwelling housing,Rejected,1,,,2026-03-27 22:40:17.673
The Hills Shire Council,Other,Determined,9,566645.0,80949.28571428571,2026-03-22 08:38:09.627
The Hills Shire Council,Other,Rejected,3,62000.0,31000.0,2026-03-28 23:48:04.34
The Hills Shire Council,Other,Withdrawn,2,90000.0,45000.0,2026-03-20 23:25:37.12
The Hills Shire Council,Pools / decks / fencing,Determined,42,16460137.39,391908.0330952381,2026-03-22 08:39:19.557
The Hills Shire Council,Pools / decks / fencing,Withdrawn,1,852304.0,852304.0,2026-03-28 23:50:01.167
The Hills Shire Council,Recreational Uses,Determined,1,20000.0,20000.0,2026-03-22 08:33:02.303
The Hills Shire Council,Residential flat building,Determined,5,71800861.0,23933620.333333332,2026-03-28 22:07:24.207
The Hills Shire Council,Restaurant or cafe,Determined,3,56100.0,18700.0,2026-03-22 08:31:59.543
The Hills Shire Council,"Retaining walls, protection of trees",Determined,15,4953947.0,330263.13333333336,2026-03-22 08:44:01.583
The Hills Shire Council,"Retaining walls, protection of trees",Rejected,1,57000.0,57000.0,2026-03-28 23:48:04.34
The Hills Shire Council,Secondary dwelling,Determined,8,2897021.1500000004,362127.64375000005,2026-03-28 23:26:03.923
The Hills Shire Council,Secondary dwelling,Withdrawn,1,210000.0,210000.0,2026-03-20 23:15:11.267
The Hills Shire Council,Semi-attached dwelling,Determined,1,1400000.0,1400000.0,2026-03-20 22:52:57.717
The Hills Shire Council,Shed,Determined,5,836000.0,167200.0,2026-03-22 08:43:40.453
The Hills Shire Council,Signage,Determined,4,4361843.0,1090460.75,2026-03-22 07:58:54.06
The Hills Shire Council,Subdivision of land,Determined,19,7374180.0,433775.29411764705,2026-03-28 22:04:27.643
The Hills Shire Council,Subdivision of land,Rejected,3,645000.0,215000.0,2026-03-22 07:28:32.94
The Hills Shire Council,Subdivision of land,Under Assessment,1,3330000.0,3330000.0,2026-03-22 08:38:17.537
The Hills Shire Council,Subdivision of land,Withdrawn,1,2996664.0,2996664.0,2026-03-28 22:04:26.103
The Hills Shire Council,Telecommunications and communication facilities,Withdrawn,1,337255.69,337255.69,2026-03-20 22:53:46.977
Tweed Shire Council,Alterations and additions to commercial development,Determined,1,2229098.0,2229098.0,2026-03-27 22:40:30.487
Tweed Shire Council,Alterations and additions to residential development,Determined,6,386000.0,77200.0,2026-03-28 23:49:03.413
Tweed Shire Council,Alterations and additions to residential development,Withdrawn,1,45000.0,45000.0,2026-03-22 07:51:37.68
Tweed Shire Council,Attached dwelling,Determined,1,3525000.0,3525000.0,2026-03-22 07:31:15.853
Tweed Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,3,3705000.0,1235000.0,2026-03-28 23:51:26.93
Tweed Shire Council,Business premises,Determined,1,20000.0,20000.0,2026-03-22 08:15:58.567
Tweed Shire Council,Change of use,Determined,1,80000.0,80000.0,2026-03-22 07:28:08.563
Tweed Shire Council,Dual occupancy,Determined,2,1279504.0,639752.0,2026-03-22 07:28:12.45
Tweed Shire Council,Dwelling,Determined,7,5642389.0,806055.5714285715,2026-03-28 21:56:10.133
Tweed Shire Council,Dwelling,Withdrawn,2,311000.0,311000.0,2026-03-22 07:52:41.017
Tweed Shire Council,Earthworks / change in levels,Determined,1,3525000.0,3525000.0,2026-03-22 07:31:15.853
Tweed Shire Council,"Garages, carports and car parking spaces",Determined,7,406000.0,67666.66666666667,2026-03-28 23:52:40.9
Tweed Shire Council,Industrial development,Determined,1,1870000.0,1870000.0,2026-03-22 07:28:44.153
Tweed Shire Council,Pools / decks / fencing,Determined,18,6922677.0,432667.3125,2026-03-28 22:00:19.28
Tweed Shire Council,Pools / decks / fencing,Withdrawn,1,,,2026-03-22 07:52:41.017
Tweed Shire Council,Recreational Uses,Determined,1,80000.0,80000.0,2026-03-22 07:28:08.563
Tweed Shire Council,Shed,Determined,2,1860000.0,930000.0,2026-03-28 23:51:26.93
Tweed Shire Council,Signage,Determined,1,80000.0,80000.0,2026-03-22 07:28:08.563
Upper Hunter Shire Council,"Garages, carports and car parking spaces",Determined,1,18400.0,18400.0,2026-03-22 08:04:21.443
Upper Hunter Shire Council,Other,Determined,1,338000.0,338000.0,2026-03-22 07:34:41.087
Upper Hunter Shire Council,Shed,Determined,2,61000.0,30500.0,2026-03-28 21:59:09.897
Upper Hunter Shire Council,Subdivision of land,Determined,1,0.0,0.0,2026-03-22 08:34:30.7
Upper Lachlan Shire Council,Alterations and additions to commercial development,Determined,1,1237830.0,1237830.0,2026-03-27 22:41:00.037
Upper Lachlan Shire Council,Dwelling,Determined,1,300804.0,300804.0,2026-03-22 08:22:56.643
Upper Lachlan Shire Council,Subdivision of land,Determined,1,80000.0,80000.0,2026-03-22 07:34:19.663
Uralla Shire Council,Dual occupancy,Determined,1,240000.0,240000.0,2026-03-28 23:50:50.71
Uralla Shire Council,Dwelling,Determined,2,495000.0,247500.0,2026-03-20 22:48:19.5
Uralla Shire Council,Other,Determined,1,175000.0,175000.0,2026-03-20 22:48:19.5
Wagga Wagga City Council,Alterations and additions to residential development,Determined,2,123450.0,61725.0,2026-03-27 22:39:18.503
Wagga Wagga City Council,Change of use,Determined,1,0.0,0.0,2026-03-22 07:52:29.197
Wagga Wagga City Council,Demolition,Determined,1,100000.0,100000.0,2026-03-22 07:51:36.63
Wagga Wagga City Council,Dwelling,Determined,3,1491500.0,497166.6666666667,2026-03-22 08:23:03.523
Wagga Wagga City Council,"Garages, carports and car parking spaces",Determined,2,170000.0,85000.0,2026-03-22 08:23:05.663
Wagga Wagga City Council,Other,Determined,1,660000.0,660000.0,2026-03-22 08:23:03.017
Wagga Wagga City Council,Pools / decks / fencing,Determined,2,52207.15,26103.575,2026-03-28 22:02:09.21
Wagga Wagga City Council,Shed,Determined,1,19500.0,19500.0,2026-03-28 23:48:43.397
Walgett Shire Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,38200.0,38200.0,2026-03-22 08:10:39.337
Warrumbungle Shire Council,Other,Determined,1,169625.0,169625.0,2026-03-22 07:58:09.057
Waverley Council,Alterations and additions to commercial development,Determined,1,3814239.0,3814239.0,2026-03-20 23:20:15.457
Waverley Council,Alterations and additions to residential development,Deferred Commencement,1,442530.0,442530.0,2026-03-20 23:16:46.493
Waverley Council,Alterations and additions to residential development,Determined,30,11945149.6,426612.4857142857,2026-03-28 23:48:00.833
Waverley Council,Attached dwelling,Determined,1,120000.0,120000.0,2026-03-22 07:52:47.36
Waverley Council,"Balconies, decks, patios, terraces or verandahs",Determined,8,1842343.7,230292.9625,2026-03-28 23:48:00.833
Waverley Council,Demolition,Determined,7,3075938.7,439419.8142857143,2026-03-28 22:42:26.903
Waverley Council,Dual occupancy,Determined,2,184896.7,92448.35,2026-03-22 07:40:12.743
Waverley Council,Dwelling,Determined,11,17977645.0,1634331.3636363635,2026-03-22 08:43:35.143
Waverley Council,Dwelling,Rejected,1,2390672.0,2390672.0,2026-03-22 07:59:14.197
Waverley Council,Earthworks / change in levels,Determined,3,1021996.7,340665.56666666665,2026-03-20 23:26:06.63
Waverley Council,"Garages, carports and car parking spaces",Determined,5,893121.7,178624.34,2026-03-20 23:26:06.63
Waverley Council,Other,Determined,2,32435573.0,16217786.5,2026-03-20 23:25:35.217
Waverley Council,Pools / decks / fencing,Determined,10,2838608.2,283860.82,2026-03-22 07:40:12.743
Waverley Council,Residential flat building,Determined,2,7700.0,7700.0,2026-03-28 23:38:31.36
Waverley Council,"Retaining walls, protection of trees",Determined,2,452100.0,226050.0,2026-03-22 07:53:00.71
Waverley Council,Semi-attached dwelling,Determined,4,633225.0,158306.25,2026-03-22 08:10:50.033
Waverley Council,Signage,Determined,1,7700.0,7700.0,2026-03-28 23:53:38.423
Waverley Council,Stormwater management systems,Determined,1,709448.0,709448.0,2026-03-20 22:51:44.03
Waverley Council,Subdivision of land,Determined,1,184896.7,184896.7,2026-03-20 23:26:06.63
Willoughby City Council,Alterations and additions to commercial development,Determined,1,7760.0,7760.0,2026-03-20 23:26:02.443
Willoughby City Council,Alterations and additions to residential development,Determined,11,2796183.0,310687.0,2026-03-28 23:48:54.15
Willoughby City Council,Attached dwelling,Determined,1,35920.0,35920.0,2026-03-20 22:56:17.797
Willoughby City Council,"Balconies, decks, patios, terraces or verandahs",Determined,2,84000.0,84000.0,2026-03-20 22:43:27.897
Willoughby City Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,20000.0,20000.0,2026-03-22 07:28:39.757
Willoughby City Council,Change of use,Determined,2,22060.0,11030.0,2026-03-22 07:25:43.4
Willoughby City Council,Demolition,Determined,1,1415000.0,1415000.0,2026-03-20 22:56:00.927
Willoughby City Council,Dwelling,Determined,9,3059171.0,382396.375,2026-03-28 23:41:54.607
Willoughby City Council,"Garages, carports and car parking spaces",Determined,3,619850.0,309925.0,2026-03-20 23:21:06.603
Willoughby City Council,"Garages, carports and car parking spaces",Withdrawn,1,19800.0,19800.0,2026-03-28 23:52:26.15
Willoughby City Council,Home business,Determined,1,0.0,0.0,2026-03-20 23:16:07.403
Willoughby City Council,Other,Determined,1,20000.0,20000.0,2026-03-22 07:44:22.303
Willoughby City Council,Pools / decks / fencing,Determined,3,1415000.0,1415000.0,2026-03-28 23:57:58.687
Willoughby City Council,"Retaining walls, protection of trees",Determined,2,,,2026-03-28 23:57:58.687
Willoughby City Council,Semi-attached dwelling,Determined,1,450000.0,450000.0,2026-03-22 07:28:31.643
Willoughby City Council,Shed,Determined,1,20890.0,20890.0,2026-03-20 22:44:11.627
Willoughby City Council,Signage,Determined,3,750260.0,250086.66666666666,2026-03-22 08:43:51.303
Willoughby City Council,Subdivision of land,Determined,2,0.0,0.0,2026-03-22 07:34:38.63
Wingecarribee Shire Council,Alterations and additions to commercial development,Determined,1,2400000.0,2400000.0,2026-03-28 21:59:08.66
Wingecarribee Shire Council,Alterations and additions to residential development,Determined,3,383483.0,127827.66666666667,2026-03-28 23:48:46.623
Wingecarribee Shire Council,Attached dwelling,Determined,1,144000.0,144000.0,2026-03-22 08:43:27.853
Wingecarribee Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,1,42000.0,42000.0,2026-03-22 07:53:11.983
Wingecarribee Shire Council,Demolition,Determined,1,20000.0,20000.0,2026-03-20 23:25:39.44
Wingecarribee Shire Council,Dwelling,Determined,16,7180913.0,448807.0625,2026-03-28 23:51:39.987
Wingecarribee Shire Council,"Garages, carports and car parking spaces",Determined,1,42000.0,42000.0,2026-03-22 07:53:11.983
Wingecarribee Shire Council,Health services facilities,Determined,1,600000.0,600000.0,2026-03-20 23:10:12.93
Wingecarribee Shire Council,Other,Determined,1,10000.0,10000.0,2026-03-28 22:00:48.577
Wingecarribee Shire Council,Other,Rejected,1,80000.0,80000.0,2026-03-20 23:21:28.28
Wingecarribee Shire Council,Pools / decks / fencing,Determined,4,435490.0,108872.5,2026-03-28 23:52:33.763
Wingecarribee Shire Council,Restaurant or cafe,Determined,1,10000.0,10000.0,2026-03-28 22:00:48.577
Wingecarribee Shire Council,Secondary dwelling,Determined,1,144000.0,144000.0,2026-03-22 08:43:27.853
Wingecarribee Shire Council,Secondary dwelling,Withdrawn,1,228937.0,228937.0,2026-03-20 22:45:50.723
Wingecarribee Shire Council,Shed,Determined,4,157578.0,39394.5,2026-03-28 23:52:33.763
Wollondilly Shire Council,Alterations and additions to commercial development,Determined,1,10000.0,10000.0,2026-03-22 07:37:35.067
Wollondilly Shire Council,Alterations and additions to residential development,Determined,16,2475538.0,176824.14285714287,2026-03-28 23:53:42.113
Wollondilly Shire Council,Alterations and additions to residential development,Withdrawn,1,300000.0,300000.0,2026-03-20 22:56:14.55
Wollondilly Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,3,705000.0,235000.0,2026-03-22 07:37:29.437
